0.237867	-1	+1
0.748189	1	+1
0.803731	1	+1
0.436423	-1	+1
0.475257	-1	+1
0.653229	1	+1
0.47244	-1	+1
0.661309	1	+1
0.520502	1	+1
0.657314	1	+1
0.81219	1	+1
0.609121	1	+1
0.864723	1	+1
0.423773	-1	+1
0.413595	-1	+1
0.70455	1	+1
0.616664	1	+1
0.807929	1	+1
0.770224	1	+1
0.450513	-1	+1
0.561452	1	+1
0.581419	1	+1
0.73697	1	+1
0.682283	1	+1
0.631866	1	+1
0.714062	1	+1
0.388858	-1	+1
0.846575	1	+1
0.615671	1	+1
0.324765	-1	+1
0.900387	1	+1
0.514203	1	+1
0.542479	1	+1
0.70982	1	+1
0.670969	1	+1
0.557599	1	+1
0.472714	-1	+1
0.39578	-1	+1
0.467896	-1	+1
0.507736	1	+1
0.435727	-1	+1
0.277586	-1	+1
0.358834	-1	+1
0.459413	-1	+1
0.844436	1	+1
0.612487	1	+1
0.641157	1	+1
0.804219	1	+1
0.704525	1	+1
0.454878	-1	+1
0.572658	1	+1
0.404849	-1	+1
0.918289	1	+1
0.831242	1	+1
0.478019	-1	+1
0.722129	1	+1
0.671013	1	+1
0.692635	1	+1
0.517598	1	+1
0.534649	1	+1
0.63952	1	+1
0.784291	1	+1
0.641281	1	+1
0.76053	1	+1
0.66961	1	+1
0.678976	1	+1
0.558451	1	+1
0.450795	-1	+1
0.894511	1	+1
0.259843	-1	+1
0.177772	-1	+1
0.670864	1	+1
0.731026	1	+1
0.59488	1	+1
0.705132	1	+1
0.817924	1	+1
0.365395	-1	+1
0.82926	1	+1
0.605612	1	+1
0.518801	1	+1
0.745172	1	+1
0.698097	1	+1
0.649222	1	+1
0.833225	1	+1
0.485557	-1	+1
0.542911	1	+1
0.63895	1	+1
0.399888	-1	+1
0.561744	1	+1
0.118539	-1	+1
0.144972	-1	+1
0.805058	1	+1
0.446424	-1	+1
0.808692	1	+1
0.5	1	+1
0.69182	1	+1
0.329435	-1	+1
0.791991	1	+1
0.442989	-1	+1
0.742472	1	+1
0.694986	1	+1
0.479254	-1	+1
0.63607	1	+1
0.651564	1	+1
0.469439	-1	+1
0.74349	1	+1
0.55229	1	+1
0.839066	1	+1
0.393366	-1	+1
0.609542	1	+1
0.289448	-1	+1
0.456792	-1	+1
0.591583	1	+1
0.685945	1	+1
0.203377	-1	+1
0.318283	-1	+1
0.461429	-1	+1
0.745308	1	+1
0.845733	1	+1
0.466686	-1	+1
0.449424	-1	+1
0.383437	-1	+1
0.864259	1	+1
0.69905	1	+1
0.660462	1	+1
0.65312	1	+1
0.78679	1	+1
0.369981	-1	+1
0.78159	1	+1
0.428622	-1	+1
0.40567	-1	+1
0.347931	-1	+1
0.57802	1	+1
0.5	1	+1
0.389564	-1	+1
0.848422	1	+1
0.311554	-1	+1
0.482128	-1	+1
0.73235	1	+1
0.6214	1	+1
0.598275	1	+1
0.626361	1	+1
0.580272	1	+1
0.60251	1	+1
0.694681	1	+1
0.605423	1	+1
0.460662	-1	+1
0.535915	1	+1
0.721983	1	+1
0.573458	1	+1
0.320072	-1	+1
0.723836	1	+1
0.582865	1	+1
0.753838	1	+1
0.688854	1	+1
0.740898	1	+1
0.712553	1	+1
0.266098	-1	+1
0.635329	1	+1
0.666765	1	+1
0.610174	1	+1
0.704954	1	+1
0.571496	1	+1
0.810689	1	+1
0.816779	1	+1
0.613077	1	+1
0.528383	1	+1
0.736183	1	+1
0.8749	1	+1
0.606026	1	+1
0.153104	-1	+1
0.489776	-1	+1
0.443967	-1	+1
0.855952	1	+1
0.792325	1	+1
0.636279	1	+1
0.399172	-1	+1
0.805107	1	+1
0.582823	1	+1
0.5	1	+1
0.533404	1	+1
0.833851	1	+1
0.409918	-1	+1
0.668	1	+1
0.702288	1	+1
0.74294	1	+1
0.687228	1	+1
0.942227	1	+1
0.773974	1	+1
0.767671	1	+1
0.707503	1	+1
0.78793	1	+1
0.588677	1	+1
0.449516	-1	+1
0.486177	-1	+1
0.428018	-1	+1
0.667494	1	+1
0.639122	1	+1
0.561558	1	+1
0.463728	-1	+1
0.472395	-1	+1
0.55569	1	+1
0.524328	1	+1
0.818173	1	+1
0.752512	1	+1
0.768995	1	+1
0.426486	-1	+1
0.770443	1	+1
0.276843	-1	+1
0.824845	1	+1
0.837902	1	+1
0.73942	1	+1
0.807825	1	+1
0.827114	1	+1
0.318963	-1	+1
0.670279	1	+1
0.293211	-1	+1
0.664917	1	+1
0.813958	1	+1
0.432705	-1	+1
0.6245	1	+1
0.717728	1	+1
